"課金計上年月","ジャーナル連番","利用者番号","支払責任者番号","プロジェクトコード","ホストID","クラスID","キュー名","投入日時","開始日時","終了日時","経過時間","使用ノード数","ユーザCPU時間","最大メモリサイズ","ベクトル時間","ベクトル演算率","ノード時間（使用量）","要求VEノード総数","確保VEノード総数","VEのCPU消費時間"
"202405","3600","a4","z111","pj1","LX","AP","","","20240514132539","20240515021523","16188","1","","0","","","0","","",""
"202405","3601","a4","z111","pj1","LX","AP","","","20240514132539","20240515021523","6045","1","","0","","","23896","","",""
"202405","3602","a4","z111","pj1","LX","AP","","","20240514132539","20240515021523","3470","1","","0","","","13729","","",""
"202405","3603","a4","z111","pj1","LX","AP","","","20240514132539","20240515021523","6670","1","","0","","","24314","","",""
"202405","3607","a6","z111","pj1","LX","AP","","","20240514033003","20240515033001","183974","1","","0","","","0","","",""
"202405","3608","a6","z111","pj1","LX","AP","","","20240514033003","20240515033001","184770","1","","0","","","1087180","","",""
"202405","3627","a4","z111","pj1","LX","LX","lx1","20240510140427","20240511095009","20240514025014","234005","1","29677738","105635","0","0.0","234005","0","0","0"
"202405","3636","a5","z111","pj1","LX","LX","lx_day","20240513173936","20240513173954","20240514072358","49444","1","6297943","8853","0","0.0","49444","0","0","0"
"202405","3691","a4","z111","pj1","LX","LX","lx_hour","20240514160042","20240514165309","20240514170814","905","1","61616","28323","0","0.0","905","0","0","0"
"202405","3694","a3","z111","pj2","LX","LX","lx_day","20240514173513","20240514173539","20240514173540","0","1","1","23","0","0.0","0","0","0","0"
"202405","3700","a3","z111","pj2","LX","LX","lx_day","20240514173947","20240514174009","20240514175507","898","1","86177","7335","0","0.0","898","0","0","0"
"202405","3703","a5","z111","pj1","LX","LX","lx_day","20240514151724","20240514152039","20240514181746","10627","1","1351627","2452","0","0.0","10627","0","0","0"
"202405","3709","a5","z111","pj1","LX","LX","lx_day","20240514185214","20240514185239","20240514185404","85","1","10356","886","0","0.0","85","0","0","0"
"202405","3710","a5","z111","pj1","LX","LX","lx_day","20240514185214","20240514185239","20240514185357","78","1","9636","495","0","0.0","78","0","0","0"
"202405","3711","a5","z111","pj1","LX","LX","lx_day","20240514185214","20240514185424","20240514185430","5","1","337","358","0","0.0","5","0","0","0"
"202405","3713","a5","z111","pj1","LX","LX","lx_day","20240514185201","20240514185224","20240514185742","317","1","38985","971","0","0.0","317","0","0","0"
"202405","3784","a3","z111","pj2","FR","SESSION","","20240514171925","","","","","","","","","0","","",""
"202405","3785","a4","z111","pj1","FR","SESSION","","20240514135841","","","","","","","","","0","","",""
"202405","3786","a5","z111","pj1","FR","SESSION","","20240514151505","","","","","","","","","0","","",""
"202405","3787","a6","z111","pj1","FR","SESSION","","20240514154344","","","","","","","","","0","","",""
"202405","3807","a6","z111","pj1","LX","AP","","","20240515033003","20240516033000","1460027","1","","0","","","0","","",""
"202405","3808","a6","z111","pj1","LX","AP","","","20240515033003","20240516033000","1461068","1","","0","","","8658525","","",""
"202405","3817","a6","z111","pj1","LX","AP","","","20240515033001","20240516033000","41272","1","","0","","","0","","",""
"202405","3818","a6","z111","pj1","LX","AP","","","20240515033001","20240516033000","41217","1","","0","","","244881","","",""
"202405","3821","a3","z111","pj2","LX","AP","","","20240515033003","20240516033003","761","1","","0","","","0","","",""
"202405","3822","a3","z111","pj2","LX","AP","","","20240515033003","20240516033003","761","1","","0","","","85406","","",""
"202405","3835","a6","z111","pj1","LX","AP","","","20240515033003","20240516033001","1363891","1","","0","","","0","","",""
"202405","3836","a6","z111","pj1","LX","AP","","","20240515033003","20240516033001","1365210","1","","0","","","8086133","","",""
"202405","3841","a6","z111","pj1","LX","AP","","","20240515033002","20240516033001","1739639","1","","0","","","0","","",""
"202405","3842","a6","z111","pj1","LX","AP","","","20240515033002","20240516033001","1739605","1","","0","","","10279378","","",""
"202405","3843","a6","z111","pj1","LX","AP","","","20240515033003","20240516033001","1608315","1","","0","","","0","","",""
"202405","3844","a6","z111","pj1","LX","AP","","","20240515033003","20240516033001","1830","1","","0","","","10870","","",""
"202405","3845","a6","z111","pj1","LX","AP","","","20240515033003","20240516033001","1607494","1","","0","","","9515275","","",""
"202405","3911","a3","z111","pj2","LX","LX","lx_day","20240515101012","20240515101039","20240515102346","787","1","85816","7023","0","0.0","787","0","0","0"
"202405","3914","a3","z111","pj2","LX","LX","lx_day","20240515104300","19700101090000","19700101090000","0","1","0","0","0","0.0","0","0","0","0"
"202405","3943","a4","z111","pj1","LX","LX","lx_day","20240515104121","20240515104139","20240515133443","10384","1","117361","28239","0","0.0","10384","0","0","0"
"202405","3947","a3","z111","pj2","LX","LX","lx_day","20240515104345","20240515134554","20240515134624","30","1","18","272","0","0.0","30","0","0","0"
"202405","4022","a5","z111","pj1","LX","LX","lx_day","20240515040802","20240515041054","20240515180129","49835","1","6351877","9095","0","0.0","49835","0","0","0"
"202405","4086","a3","z111","pj2","FR","SESSION","","20240515100807","","","","","","","","","0","","",""
"202405","4087","a4","z111","pj1","FR","SESSION","","20240515104041","","","","","","","","","0","","",""
"202405","4088","a5","z111","pj1","FR","SESSION","","20240515040323","","","","","","","","","0","","",""
"202405","4146","a6","z111","pj1","LX","AP","","","20240516033001","20240517033001","8423","1","","0","","","0","","",""
"202405","4147","a6","z111","pj1","LX","AP","","","20240516033001","20240517033001","8508","1","","0","","","50248","","",""
"202405","4152","a6","z111","pj1","LX","AP","","","20240516033002","20240517033001","67066","1","","0","","","0","","",""
"202405","4153","a6","z111","pj1","LX","AP","","","20240516033002","20240517033001","67081","1","","0","","","398575","","",""
"202405","4157","a6","z111","pj1","LX","AP","","","20240516033002","20240517033002","1652019","1","","0","","","0","","",""
"202405","4158","a6","z111","pj1","LX","AP","","","20240516033002","20240517033002","8213","1","","0","","","48705","","",""
"202405","4159","a6","z111","pj1","LX","AP","","","20240516033002","20240517033002","271923","1","","0","","","1617261","","",""
"202405","4160","a6","z111","pj1","LX","AP","","","20240516033002","20240517033002","25949","1","","0","","","154164","","",""
"202405","4161","a6","z111","pj1","LX","AP","","","20240516033002","20240517033002","1345186","1","","0","","","7959874","","",""
"202405","4176","a3","z111","pj2","LX","LX","lx_day","20240515135302","20240516021109","20240516021615","306","1","29616","5447","0","0.0","306","0","0","0"
"202405","4413","a5","z111","pj1","LX","LX","lx_day","20240516021712","20240516161554","20240516191331","10655","1","1354652","2360","0","0.0","10655","0","0","0"
"202405","4459","a5","z111","pj1","FR","SESSION","","20240516021359","","","","","","","","","0","","",""
"202405","4485","a6","z111","pj1","LX","AP","","","20240517033002","20240518033002","434048","1","","0","","","0","","",""
"202405","4486","a6","z111","pj1","LX","AP","","","20240517033002","20240518033002","2446","1","","0","","","14531","","",""
"202405","4487","a6","z111","pj1","LX","AP","","","20240517033002","20240518033002","306401","1","","0","","","1822916","","",""
"202405","4488","a6","z111","pj1","LX","AP","","","20240517033002","20240518033002","33450","1","","0","","","198974","","",""
"202405","4489","a6","z111","pj1","LX","AP","","","20240517033002","20240518033002","90615","1","","0","","","537802","","",""
"202405","4505","a6","z111","pj1","LX","AP","","","20240517033002","20240517091853","286721","1","","0","","","0","","",""
"202405","4506","a6","z111","pj1","LX","AP","","","20240517033002","20240517091853","161713","1","","0","","","962217","","",""
"202405","4507","a6","z111","pj1","LX","AP","","","20240517033002","20240517091853","20905","1","","0","","","124258","","",""
"202405","4508","a6","z111","pj1","LX","AP","","","20240517033002","20240517091853","103030","1","","0","","","611274","","",""
"202405","4512","a6","z111","pj1","LX","AP","","","20240517033002","20240517092923","241492","1","","0","","","0","","",""
"202405","4513","a6","z111","pj1","LX","AP","","","20240517033002","20240517092923","168965","1","","0","","","1005482","","",""
"202405","4514","a6","z111","pj1","LX","AP","","","20240517033002","20240517092923","38856","1","","0","","","231115","","",""
"202405","4515","a6","z111","pj1","LX","AP","","","20240517033002","20240517092923","32710","1","","0","","","193906","","",""
"202405","4518","a6","z111","pj1","LX","AP","","","20240517033001","20240518033001","62020","1","","0","","","0","","",""
"202405","4519","a6","z111","pj1","LX","AP","","","20240517033001","20240518033001","61627","1","","0","","","362250","","",""
"202405","4525","a6","z111","pj1","LX","LX","lx1","20240514154710","20240515001554","20240517001601","172805","1","21444558","32579","0","0.0","172805","0","0","0"
"202405","4545","a6","z111","pj1","LX","LX","lx1","20240514160746","20240515025454","20240517025459","172805","1","21475841","29955","0","0.0","172805","0","0","0"
"202405","4551","a6","z111","pj1","LX","LX","lx1","20240514160902","20240515034609","20240517034614","172805","1","21494710","29523","0","0.0","172805","0","0","0"
"202405","4558","a6","z111","pj1","LX","LX","lx1","20240514160922","20240515051109","20240517051114","172805","1","21503018","29639","0","0.0","172805","0","0","0"
"202405","4559","a6","z111","pj1","LX","LX","lx1","20240514160934","20240515051109","20240517051114","172805","1","21505186","29232","0","0.0","172805","0","0","0"
"202405","4726","a5","z111","pj1","FR","SESSION","","20240517024628","","","","","","","","","0","","",""
"202405","4727","a6","z111","pj1","FR","SESSION","","20240517202211","","","","","","","","","0","","",""
"202405","4770","a5","z111","pj1","LX","LX","lx_day","20240517024847","20240517102009","20240518010512","53102","1","6769436","8700","0","0.0","53102","0","0","0"
"202405","4792","a6","z111","pj1","LX","LX","lx_day","20240517202322","20240517203554","20240518043559","28805","1","3507004","13847","0","0.0","28805","0","0","0"
"202405","4831","a5","z111","pj1","LX","LX","lx_day","20240518024612","20240518112924","20240518142221","10377","1","1320172","2415","0","0.0","10377","0","0","0"
"202405","4943","a5","z111","pj1","FR","SESSION","","20240518023030","","","","","","","","","0","","",""
"202405","4956","a2","z111","pj1","LX","AP","","","20240519033001","20240520033001","103251","1","","0","","","0","","",""
"202405","4957","a2","z111","pj1","LX","AP","","","20240519033001","20240520033001","1","1","","0","","","1","","",""
"202405","4958","a2","z111","pj1","LX","AP","","","20240519033001","20240520033001","10","1","","0","","","8","","",""
"202405","4959","a2","z111","pj1","LX","AP","","","20240519033001","20240520033001","105577","1","","0","","","242953","","",""
"202405","4981","a2","z111","pj1","LX","LX","lx_hour","20240519034512","20240519034539","20240519034548","8","1","1","67","0","0.0","8","0","0","0"
"202405","4982","a2","z111","pj1","LX","LX","lx_hour","20240519034745","19700101090000","19700101090000","0","1","0","0","0","0.0","0","0","0","0"
"202405","4986","a2","z111","pj1","LX","LX","lx_hour","20240519034711","20240519034739","20240519034826","47","1","448","1840","0","0.0","47","0","0","0"
"202405","4987","a2","z111","pj1","LX","LX","lx_hour","20240519035838","20240519035854","20240519035929","35","1","4","172","0","0.0","35","0","0","0"
"202405","4988","a2","z111","pj1","LX","LX","lx_hour","20240519040619","20240519040639","20240519040659","20","1","3","159","0","0.0","20","0","0","0"
"202405","4989","a2","z111","pj1","LX","LX","lx_hour","20240519043345","20240519043409","20240519043437","28","1","212","1794","0","0.0","28","0","0","0"
"202405","4990","a2","z111","pj1","LX","LX","lx_day","20240519043905","20240519043924","20240519044029","65","1","921","2245","0","0.0","65","0","0","0"
"202405","5016","a5","z111","pj1","LX","LX","lx_day","20240518165654","20240518194624","20240519103436","53292","1","6791370","9045","0","0.0","53292","0","0","0"
"202405","5024","a2","z111","pj1","LX","LX","lx_day","20240519044240","20240519044309","20240519144314","36005","1","2593762","52828","0","0.0","36005","0","0","0"
"202405","5078","a2","z111","pj1","FR","SESSION","","20240519034447","","","","","","","","","0","","",""
"202405","5089","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","2674038","1","","0","","","1","","",""
"202405","5090","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","8","1","","0","","","7","","",""
"202405","5091","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","2741","1","","0","","","5061","","",""
"202405","5092","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","273","1","","0","","","222","","",""
"202405","5093","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","7","1","","0","","","6","","",""
"202405","5094","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","7026","1","","0","","","16098","","",""
"202405","5095","a2","z111","pj1","LX","AP","","","20240520033002","20240521033000","2677499","1","","0","","","6147124","","",""
"202405","5135","a4","z111","pj1","LX","AP","","","20240520033003","20240521033000","46959","1","","0","","","2","","",""
"202405","5136","a4","z111","pj1","LX","AP","","","20240520033003","20240521033000","24633","1","","0","","","16585","","",""
"202405","5315","a4","z111","pj1","LX","LX","lx1","20240520150425","20240520191824","20240520200213","2628","1","17472","235499","0","0.0","2628","0","0","0"
"202405","5353","a2","z111","pj1","FR","SESSION","","20240520225347","","","","","","","","","0","","",""
"202405","5354","a4","z111","pj1","FR","SESSION","","20240520150354","","","","","","","","","0","","",""
"202405","5355","a5","z111","pj1","FR","SESSION","","20240520161440","","","","","","","","","0","","",""
"202405","5393","a2","z111","pj1","LX","AP","","","20240521033001","20240522033000","16216","1","","0","","","0","","",""
"202405","5394","a2","z111","pj1","LX","AP","","","20240521033001","20240522033000","5","1","","0","","","5","","",""
"202405","5395","a2","z111","pj1","LX","AP","","","20240521033001","20240522033000","15751","1","","0","","","35120","","",""
"202405","5410","a4","z111","pj1","LX","AP","","","20240521033003","20240522033002","24898","1","","0","","","0","","",""
"202405","5411","a4","z111","pj1","LX","AP","","","20240521033003","20240522033002","8","1","","0","","","5","","",""
"202405","5412","a4","z111","pj1","LX","AP","","","20240521033003","20240522033002","45454","1","","0","","","144853","","",""
"202405","5449","a5","z111","pj1","LX","LX","lx_day","20240520161719","20240520220924","20240521013339","12254","1","1558653","2437","0","0.0","12254","0","0","0"
"202405","5578","a5","z111","pj1","LX","LX","lx_day","20240521030120","20240521040324","20240521172851","48327","1","6161026","8961","0","0.0","48327","0","0","0"
"202405","5662","a4","z111","pj1","FR","SESSION","","20240521100934","","","","","","","","","0","","",""
"202405","5663","a5","z111","pj1","FR","SESSION","","20240521025917","","","","","","","","","0","","",""
"202405","5694","a2","z111","pj1","LX","AP","","","20240522033001","20240523033000","2683741","1","","0","","","0","","",""
"202405","5695","a2","z111","pj1","LX","AP","","","20240522033001","20240523033000","7","1","","0","","","6","","",""
"202405","5696","a2","z111","pj1","LX","AP","","","20240522033001","20240523033000","2","1","","0","","","1","","",""
"202405","5697","a2","z111","pj1","LX","AP","","","20240522033001","20240523033000","256","1","","0","","","229","","",""
"202405","5698","a2","z111","pj1","LX","AP","","","20240522033001","20240523033000","4052","1","","0","","","8110","","",""
"202405","5699","a2","z111","pj1","LX","AP","","","20240522033001","20240523033000","2678870","1","","0","","","5146495","","",""
"202405","5726","a4","z111","pj1","LX","AP","","","20240522033003","20240523033002","2790774","1","","0","","","0","","",""
"202405","5727","a4","z111","pj1","LX","AP","","","20240522033003","20240523033002","96201","1","","0","","","213581","","",""
"202405","5728","a4","z111","pj1","LX","AP","","","20240522033003","20240523033002","129","1","","0","","","52","","",""
"202405","5729","a4","z111","pj1","LX","AP","","","20240522033003","20240523033002","1269","1","","0","","","1535","","",""
"202405","5730","a4","z111","pj1","LX","AP","","","20240522033003","20240523033002","3561751","1","","0","","","8576216","","",""
"202405","5757","a5","z111","pj1","LX","LX","lx_day","20240521190735","20240522005624","20240522033941","9796","1","1247285","2451","0","0.0","9796","0","0","0"
"202405","5936","a3","z111","pj2","FR","SESSION","","20240522160046","","","","","","","","","0","","",""
